4.4589907e+0, 1.5353936e+0
4.3501579e+0, 7.8991279e-1
4.2595037e+0, 4.4277439e-1
4.1688495e+0, 2.4819090e-1
4.0874210e+0, 1.3328069e-1
4.0059242e+0, 7.4708596e-2
3.9244275e+0, 4.1876843e-2
3.8472026e+0, 2.8469259e-2
3.7972115e+0, 2.2488232e-2
3.7609225e+0, 1.8148696e-2
3.7247017e+0, 1.4031807e-2
3.6793235e+0, 1.0848801e-2
3.6338770e+0, 8.7553171e-3
3.5792730e+0, 7.0658109e-3
3.4790179e+0, 5.2336924e-3
3.3877838e+0, 4.2237512e-3
3.2964475e+0, 3.6351423e-3
3.1410427e+0, 3.0621998e-3
2.9306587e+0, 2.6354611e-3
2.8116793e+0, 2.5248445e-3
2.6469635e+0, 2.3423198e-3
2.4364602e+0, 2.1729900e-3
2.2443230e+0, 1.9521033e-3
1.9880833e+0, 1.7536699e-3
1.7227202e+0, 1.5419913e-3
1.5306171e+0, 1.3558636e-3
1.3843016e+0, 1.1922027e-3
1.1922327e+0, 1.0260610e-3
9.9104031e-1, 8.6434135e-4
8.6303982e-1, 7.6001011e-4
7.3507343e-1, 6.5409745e-4
5.9798364e-1, 5.5100376e-4
4.9759210e-1, 4.4467703e-4
4.1548148e-1, 3.6664504e-4
3.2434977e-1, 2.7746166e-4
2.4230735e-1, 2.1917051e-4
1.6952476e-1, 1.6234103e-4
1.1505720e-1, 1.2024707e-4
6.0828371e-2, 7.6655578e-5
5.2148348e-2, 5.6779288e-5
1.6507391e-2, 3.0490976e-5
-1.8997142e-2, 1.5028262e-5
